Code	St	Btl	Year	Lat	Lon	Bottom_Depth	Pres	CTDDEPTH	Tinsitu	Tpot	Sal	O2	SiO4	NO3	PO4	DIC	Alk
2011120	11	20	2010	17.3516	-22.7847	3361	181.7	180.65	15.01	14.982267	35.95	77.2	6.645	21.625538	1.323148	2204.76	2344.57
2011119	11	19	2010	17.3516	-22.7847	3361	201.5	200.3	14.62	14.589782	35.88	75.6	6.94	22.360538	1.378148	2204.62	2357.9
2011118	11	18	2010	17.3516	-22.7847	3361	251.05	249.6	13.545	13.509209	35.715	66	8.45	24.945538	1.528148	2215.08	2341.3
2011117	11	17	2010	17.3516	-22.7847	3361	300.4	298.6	12.68	12.638965	35.58	56.7	9.86	27.530538	1.688148	2224.19	2307.49
2011116	11	16	2010	17.3516	-22.7847	3361	349.9	347.7	11.98	11.933873	35.5	56.7	10.84	28.700538	1.768148	2220.17	2327.58
2011115	11	15	2010	17.3516	-22.7847	3361	450.15	447.2	10.545	10.490123	35.31	54.45	13.82	31.615538	1.958148	2227.24	2321.23
2011114	11	14	2010	17.3516	-22.7847	3361	599.6	595.35	8.785	8.719191	35.1	62.5	17.87	33.875538	2.173148	2227.21	2307.84
2011113	11	13	2010	17.3516	-22.7847	3361	798	791.8	7.08	7.001615	34.94	81.6	22.16	34.680538	2.308148	2225.82	2305.65
2011112	11	12	2010	17.3516	-22.7847	3361	899	891.1	6.56	6.474578	34.93	96.1	23.43	33.700538	2.228148	2217.47	2317.66
2011111	11	11	2010	17.3516	-22.7847	3361	1098.4	1088.4	5.82	5.720128	34.97	125	23.73	30.860538	2.058148	2209.45	2308.93
2011110	11	10	2010	17.3516	-22.7847	3361	1298.8	1286.3	5.34	5.224625	35.03	150.7	23.14	27.930538	1.888148	2197.31	2317.02
2011109	11	9	2010	17.3516	-22.7847	3361	1497.5	1482.6	4.63	4.502827	35.02	174.2	23.53	25.900538	1.758148	2189.89	2318.27
2011108	11	8	2010	17.3516	-22.7847	3361	1748.3	1729.8	4.06	3.915867	35	192.1	24.31	24.600538	1.678148	2182.34	2300.05
2011107	11	7	2010	17.3516	-22.7847	3361	1998.8	1976.5	3.63	3.468038	34.98	205	26.95	23.700538	1.608148	2177.79	2314.57
2011106	11	6	2010	17.3516	-22.7847	3361	2250.2	2223.7	3.31	3.128944	34.96	213.5	28.8	23.190538	1.568148	2185.02	-999
2011105	11	5	2010	17.3516	-22.7847	3361	2500.8	2470	3.1	2.898113	34.95	217.1	31.73	23.020538	1.568148	2187.76	2329.06
2011104	11	4	2010	17.3516	-22.7847	3361	2751.4	2715.8	2.91	2.686728	34.94	219.9	34.07	22.960538	1.568148	2187.07	2326.62
2011103	11	3	2010	17.3516	-22.7847	3361	3003.5	2962.8	2.76	2.514098	34.93	221.2	36.61	23.090538	1.578148	2195.43	-999
2011102	11	2	2010	17.3516	-22.7847	3361	3205.3	3160.3	2.64	2.375729	34.92	220.7	40.02	23.340538	1.588148	2195.32	2333.06
2011101	11	1	2010	17.3516	-22.7847	3361	3385.4	3336.5	2.56	2.278439	34.92	217.9	42.17	23.720538	1.618148	2198.11	2345.6
2011221	12	21	2010	17.4026	-24.4974	3548	112.3	111.8	18.82	18.799951	36.52	138.4	2.25	11.130538	0.738148	-999	-999
2011220	12	20	2010	17.4026	-24.4974	3548	136.9	136.25	18.46	18.435859	36.6	132.7	2.595	11.255538	0.718148	2130.65	2388.65
2011219	12	19	2010	17.4026	-24.4974	3548	186.2	185.35	15.97	15.94032	36.13	93.7	5.33	18.745538	1.153148	2152.37	2358.64
2011218	12	18	2010	17.4026	-24.4974	3548	236.05	234.85	14.49	14.45478	35.86	73.4	7.085	22.870538	1.423148	2169.68	2341.17
2011217	12	17	2010	17.4026	-24.4974	3548	286.3	284.7	13.24	13.199761	35.66	60.8	9.18	26.200538	1.618148	2175.68	2337.38
2011216	12	16	2010	17.4026	-24.4974	3548	350.7	348.7	12.02	11.973677	35.48	49.3	11.13	29.530538	1.828148	2186.7	2333.86
2011215	12	15	2010	17.4026	-24.4974	3548	450.1	447.35	10.805	10.749282	35.325	48.6	13.425	32.070538	1.988148	2196.82	2311.62
2011214	12	14	2010	17.4026	-24.4974	3548	599.1	595.15	8.73	8.66452	35.065	64.05	18.065	34.295538	2.193148	2189.71	2310.55
2011213	12	13	2010	17.4026	-24.4974	3548	798.25	792.55	7.07	6.991661	34.93	76.35	22.65	35.515538	2.338148	2192.59	2312.7
2011212	12	12	2010	17.4026	-24.4974	3548	899.2	891.2	6.46	6.375242	34.92	96.8	23.14	34.050538	2.268148	2182.26	2307.46
2011211	12	11	2010	17.4026	-24.4974	3548	1078.6	1068.7	5.93	5.831207	34.96	119.7	23.24	31.530538	2.108148	2174.32	2312.61
2011210	12	10	2010	17.4026	-24.4974	3548	1278.4	1266.1	5.3	5.187041	35.01	150.4	22.75	28.270538	1.918148	2161.94	2322.01
2011209	12	9	2010	17.4026	-24.4974	3548	1498.5	1483.3	4.69	4.562061	35.02	173.7	22.85	26.210538	1.788148	2153.2	2319.05
2011208	12	8	2010	17.4026	-24.4974	3548	1748.2	1729.5	4.09	3.945486	35	194	24.02	24.630538	1.678148	2145.74	2320.77
2011207	12	7	2010	17.4026	-24.4974	3548	1998.7	1976.1	3.67	3.507455	34.98	206.1	25.87	23.760538	1.618148	2141.61	2325.78
2011206	12	6	2010	17.4026	-24.4974	3548	2249.5	2222.8	3.38	3.197815	34.97	213	27.92	23.400538	1.598148	2142.13	2329.7
2011205	12	5	2010	17.4026	-24.4974	3548	2500.7	2469.5	3.16	2.956984	34.96	219	30.07	23.100538	1.578148	2142.86	2327.73
2011204	12	4	2010	17.4026	-24.4974	3548	2751.8	2715.8	2.95	2.725844	34.95	219.7	33	23.130538	1.588148	2145.22	2331.81
2011203	12	3	2010	17.4026	-24.4974	3548	3003.8	2962.8	2.79	2.54337	34.94	221.4	36.02	23.210538	1.598148	2148.23	2340.58
2011202	12	2	2010	17.4026	-24.4974	3548	3255.8	3209.4	2.64	2.370385	34.92	221.1	39.34	23.460538	1.608148	2155.79	2343.52
2011201	12	1	2010	17.4026	-24.4974	3548	3585.3	3531.3	2.55	2.247016	34.91	218.8	42.66	23.910538	1.638148	-999	2320.82
2011124	1	24	2011	39.6913	-69.8175	2158	111.45	110.6	14.764	14.74722	35.90445	123.25	6.43	17.133038	1.025648	2172.6	2353.82
2011123	1	23	2011	39.6913	-69.8175	2158	136.975	135.9	13.78975	13.770056	35.768225	128.925	7.1175	18.195538	1.148148	2174.4	2348.62
2011122	1	22	2011	39.6913	-69.8175	2158	187.5	186.05	11.948	11.923483	35.5162	116.4	10.56	22.690538	1.518148	2190.7	2335.81
2011121	1	21	2011	39.6913	-69.8175	2158	237.733333	235.866667	10.867333	10.838061	35.3897	119.8	11.603333	23.963871	1.514815	-999	-999
2011120	1	20	2011	39.6913	-69.8175	2158	287.6	285.2	9.993	9.959364	35.29075	120.15	13.105	25.165538	1.613148	2195	2326.21
2011119	1	19	2011	39.6913	-69.8175	2158	327.8	324.95	9.014	8.977978	35.18675	123.2	14.765	26.385538	1.698148	2199.3	2319.47
2011118	1	18	2011	39.6913	-69.8175	2158	424.275	420.15	7.42775	7.385911	35.10785	151.875	14.4975	24.920538	1.635648	2198.5	2318.4
2011117	1	17	2011	39.6913	-69.8175	2158	480.35	475.9	6.6915	6.646634	35.0756	169	14.08	23.720538	1.578148	2191.6	2315.24
2011116	1	16	2011	39.6913	-69.8175	2158	529.75	524.05	6.0655	6.018375	35.04915	185.15	13.35	22.680538	1.508148	2186.1	2312.41
2011115	1	15	2011	39.6913	-69.8175	2158	605.366667	599	5.47	5.418594	35.027967	203.4	12.68	21.560538	1.421481	2181.5	2309.42
2011114	1	14	2011	39.6913	-69.8175	2158	670.9	664.5	5.03175	4.976744	35.001875	218.05	12.105	20.578038	1.373148	2168.6	2296.8
2011113	1	13	2011	39.6913	-69.8175	2158	832.966667	824.866667	4.621	4.55437	34.984233	231.066667	11.573333	19.987204	1.368148	2171.2	2304.84
2011112	1	12	2011	39.6913	-69.8175	2158	973.9	964	4.423	4.345605	34.9595	238.5	11.35	19.680538	1.288148	2160	2295.23
2011111	1	11	2011	39.6913	-69.8175	2158	1084.1	1072.8	4.376	4.28933	34.9755	236.8	11.74	19.790538	1.298148	2173.7	2308.74
2011110	1	10	2011	39.6913	-69.8175	2158	1212	1199.166667	4.257667	4.160722	34.977433	237.7	11.963333	19.810538	1.321481	2169.9	2308.51
2011109	1	9	2011	39.6913	-69.8175	2158	1517.7	1500.566667	3.903667	3.782987	34.9538	243.966667	12.453333	19.603871	1.308148	2167.6	2305.99
2011108	1	8	2011	39.6913	-69.8175	2158	1669.3	1649.7	3.897	3.762498	34.953	244.4	12.62	19.610538	1.308148	2174.1	2304.02
2011107	1	7	2011	39.6913	-69.8175	2158	1822.466667	1800.566667	3.71	3.563677	34.949233	245.9	13.333333	19.633871	1.311481	2161.2	2301.69
2011106	1	6	2011	39.6913	-69.8175	2158	2023.966667	1998.666667	3.537	3.374143	34.943967	246.6	14.31	19.570538	1.314815	2157.7	2299.39
2011105	1	5	2011	39.6913	-69.8175	2158	2039	2013.2	3.398	3.235823	34.941	247.4	14.96	19.520538	1.378148	-999	-999
2011104	1	4	2011	39.6913	-69.8175	2158	2056.1	2029.9	3.38	3.216481	34.9408	247.3	15.16	19.610538	1.318148	-999	-999
2011103	1	3	2011	39.6913	-69.8175	2158	2072.75	2046.3	3.4905	3.323695	34.94365	247	14.67	19.605538	1.328148	2164.3	2307.94
2011102	1	2	2011	39.6913	-69.8175	2158	2085.6	2058.9	3.354	3.188087	34.9404	247.3	15.35	19.600538	1.318148	-999	-999
2011101	1	1	2011	39.6913	-69.8175	2158	2098.066667	2071.2	3.352667	3.185591	34.940433	247.233333	15.42	19.570538	1.321481	-999	-999
2011222	2	22	2011	39.3498	-69.5434	2493	100.8	99.9	15.708	15.692161	36.0334	121.9	5.77	16.010538	0.938148	-999	-999
2011221	2	21	2011	39.3498	-69.5434	2493	136.25	135	13.669	13.649529	35.7479	128.3	7.375	18.565538	1.258148	2166.6	2338.13
2011220	2	20	2011	39.3498	-69.5434	2493	151.3	150	13.106	13.084976	35.6764	118.2	8.5	20.350538	1.258148	-999	-999
2011219	2	19	2011	39.3498	-69.5434	2493	187.9	186.15	12.0345	12.009816	35.51355	107.95	10.4	23.120538	1.433148	2182.5	2326.67
2011218	2	18	2011	39.3498	-69.5434	2493	237.2	234.95	10.6745	10.645643	35.3309	108.15	12.84	25.555538	1.608148	2206.3	2334.82
2011217	2	17	2011	39.3498	-69.5434	2493	286.1	283.3	9.498	9.465605	35.21675	113	14.55	26.735538	1.708148	2194.6	2314.63
2011216	2	16	2011	39.3498	-69.5434	2493	327.4	324.15	8.2825	8.248322	35.1282	130.9	15.23	26.400538	1.713148	2190.3	2314.04
2011215	2	15	2011	39.3498	-69.5434	2493	423.85	419.55	6.671	6.63164	35.0758	168.45	13.915	23.595538	1.558148	2181.3	2309.44
2011214	2	14	2011	39.3498	-69.5434	2493	479.1	474	5.784	5.742578	35.0514	192.9	13.09	22.020538	1.478148	2177.1	2307.73
2011213	2	13	2011	39.3498	-69.5434	2493	529.7	524	5.503	5.458161	35.0413	201.7	12.8	21.360538	1.438148	2175.5	2306.75
2011212	2	12	2011	39.3498	-69.5434	2493	605.7	598.5	5.127	5.077159	35.0254	213.4	12.5	21.000538	1.418148	2172	2306.6
2011211	2	11	2011	39.3498	-69.5434	2493	665.8	657.8	4.973	4.918716	35.0208	217.9	12.01	20.560538	1.378148	2169	2306.18
2011210	2	10	2011	39.3498	-69.5434	2493	834.3	824	4.523	4.456865	34.997	230.7	11.72	19.920538	1.338148	2168.8	2307.56
2011209	2	9	2011	39.3498	-69.5434	2493	975.2	962.8	4.231	4.154906	34.9717	238.3	11.53	19.600538	1.328148	2166.7	2305.26
2011208	2	8	2011	39.3498	-69.5434	2493	1215.2	1199.2	4.002	3.907158	34.9652	241.1	12.11	19.600538	1.328148	2138.4	2277.96
2011207	2	7	2011	39.3498	-69.5434	2493	1366.3	1347.8	3.867	3.760249	34.9602	242.9	12.6	19.660538	1.338148	2159.7	2302.91
2011206	2	6	2011	39.3498	-69.5434	2493	1518.3	1497.3	3.716	3.597412	34.9555	244.3	13.28	19.630538	1.328148	2161.3	2304.76
2011205	2	5	2011	39.3498	-69.5434	2493	1669.7	1645.9	3.58	3.449447	34.9486	246.2	13.67	19.560538	1.338148	2162.2	2306.27
2011204	2	4	2011	39.3498	-69.5434	2493	1822.2	1795.6	3.484	3.340781	34.9492	246.1	14.55	19.640538	1.338148	2162.7	2307.75
2011203	2	3	2011	39.3498	-69.5434	2493	2023.9	1993.4	3.337	3.177146	34.9473	245.8	15.92	19.690538	1.338148	2161	2309.55
2011202	2	2	2011	39.3498	-69.5434	2493	2231	2196.3	3.168	2.991209	34.9417	246	17.19	19.670538	1.338148	2167.6	2316.85
2011201	2	1	2011	39.3498	-69.5434	2493	2492.6	2452.2	2.935	2.737028	34.9282	249.4	17.58	19.300538	1.318148	2168.2	2315.75
2011322	3	22	2011	38.6751	-69.1013	3426	111	110.45	21.1145	21.093004	36.73455	130.95	1.91	7.575538	0.398148	2131.4	2393.76
2011321	3	21	2011	38.6751	-69.1013	3426	136.4	135.65	19.937	19.911612	36.7314	151.4	1.375	6.240538	0.333148	2130.2	2391.88
2011320	3	20	2011	38.6751	-69.1013	3426	150.8	150	19.181	19.153677	36.6611	159.4	1.57	6.190538	0.328148	-999	-999
2011319	3	19	2011	38.6751	-69.1013	3426	187.1	185.95	18.7595	18.726098	36.6235	168.55	1.18	5.975538	0.298148	2115.2	2385.59
2011318	3	18	2011	38.6751	-69.1013	3426	234.4	232.95	18.106	18.06514	36.541	168.75	1.52	7.170538	0.378148	2114.8	2381.43
2011317	3	17	2011	38.6751	-69.1013	3426	290.4	288.55	17.481	17.431546	36.43845	165.55	2.01	8.620538	0.468148	2124.6	2375.39
2011316	3	16	2011	38.6751	-69.1013	3426	420.8	417.8	15.136	15.070916	36.0234	149.4	4.01	13.910538	0.788148	2146.2	2354.54
2011315	3	15	2011	38.6751	-69.1013	3426	542	537.95	10.0725	10.008017	35.25965	110.25	13.77	26.550538	1.663148	2193.5	2317.82
2011314	3	14	2011	38.6751	-69.1013	3426	671.05	665.65	7.689	7.62043	35.11905	147.35	14.11	24.970538	1.608148	2184.8	2310.2
2011313	3	13	2011	38.6751	-69.1013	3426	805.1	798.3	5.696	5.625097	35.0399	196.7	12.5	21.770538	1.438148	2175	2304.74
2011312	3	12	2011	38.6751	-69.1013	3426	972.9	962.8	4.786	4.705929	35.0021	225	12.21	20.090538	1.338148	2171.5	2276.43
2011311	3	11	2011	38.6751	-69.1013	3426	1088.6	1077.1	4.521	4.432704	34.992	231.7	12.01	19.720538	1.318148	2164.4	2302.19
2011310	3	10	2011	38.6751	-69.1013	3426	1214.2	1201	4.278	4.180676	34.9755	237.4	11.92	19.650538	1.308148	2175.9	2314.47
2011309	3	9	2011	38.6751	-69.1013	3426	1363.1	1347.8	4.075	3.966372	34.9652	241.1	12.21	19.550538	1.318148	2160.5	2298.62
2011308	3	8	2011	38.6751	-69.1013	3426	1517.5	1500	3.949	3.827791	34.9653	242	12.7	19.630538	1.368148	2155.5	2297.23
2011307	3	7	2011	38.6751	-69.1013	3426	1826.5	1804.2	3.618	3.472553	34.9494	246.2	13.77	19.510538	1.328148	2160.6	2304.47
2011306	3	6	2011	38.6751	-69.1013	3426	2124.3	2096.9	3.4	3.229666	34.945	247.1	15.24	19.470538	1.328148	2162	2308.24
2011305	3	5	2011	38.6751	-69.1013	3426	2435.3	2402.1	3.105	2.909512	34.9405	246.7	17.97	19.550538	1.338148	2160.2	2307.5
2011304	3	4	2011	38.6751	-69.1013	3426	2735.4	2696.2	2.816	2.59627	34.9277	248.2	19.82	19.470538	1.338148	2161.1	2307.84
2011303	3	3	2011	38.6751	-69.1013	3426	2941.8	2898.2	2.619	2.382527	34.9164	251	20.21	19.190538	1.328148	2161.4	2307.38
2011302	3	2	2011	38.6751	-69.1013	3426	3157.6	3109.2	2.408	2.154086	34.9051	253	21.29	19.050538	1.328148	2163	2307.84
2011301	3	1	2011	38.6751	-69.1013	3426	3317.5	3265.3	2.222	1.95586	34.8936	252.3	20.8	19.120538	1.318148	2162.6	2307.85
2011422	4	22	2011	38.3243	-68.8669	3790	111.85	111	23.683	23.659538	36.46155	179.85	0.69	2.490538	0.148148	2042.4	2368.85
2011421	4	21	2011	38.3243	-68.8669	3790	136.3	135.25	22.4125	22.384961	36.7495	173.3	0.645	3.230538	0.178148	2088.4	2390.81
2011420	4	20	2011	38.3243	-68.8669	3790	161.5	160.3	20.977	20.945834	36.7787	169.3	0.69	3.970538	0.188148	-999	-999
2011419	4	19	2011	38.3243	-68.8669	3790	186.35	184.8	20.057	20.022141	36.71145	168.45	0.84	4.515538	0.228148	2113.4	2392.11
2011418	4	18	2011	38.3243	-68.8669	3790	239.2	237.15	18.809	18.766173	36.62515	173.45	0.985	5.475538	0.258148	2115.8	2388.5
2011417	4	17	2011	38.3243	-68.8669	3790	287.9	285.3	18.353	18.302274	36.5841	177	1.18	6.050538	0.308148	2110.4	2381.05
2011416	4	16	2011	38.3243	-68.8669	3790	426.3	422.4	17.477	17.404174	36.459	175.9	1.67	7.750538	0.388148	-999	-999
2011415	4	15	2011	38.3243	-68.8669	3790	554.2	548.8	15.065	14.979239	35.99	133.5	4.99	15.740538	0.928148	2152.3	2347.62
2011414	4	14	2011	38.3243	-68.8669	3790	628.9	622.6	13.451	13.36055	35.75095	140.85	6.3	17.540538	1.053148	2158.2	2334.16
2011413	4	13	2011	38.3243	-68.8669	3790	806.75	798.15	9.308	9.215247	35.2171	123.05	13.965	25.985538	1.663148	2185.6	2312.22
2011412	4	12	2011	38.3243	-68.8669	3790	973	960.5	6.22	6.129314	35.0668	183.3	13.48	22.870538	1.488148	2176.3	2307.54
2011411	4	11	2011	38.3243	-68.8669	3790	1083.8	1069.7	5.244	5.150166	35.0142	211.2	12.7	21.010538	1.378148	2168.9	2301.87
2011410	4	10	2011	38.3243	-68.8669	3790	1207.7	1191.7	4.744	4.642969	34.9896	226.9	12.21	20.140538	1.338148	2170.5	2303.48
2011409	4	9	2011	38.3243	-68.8669	3790	1509.6	1488.5	4.28	4.155732	34.9743	237.6	12.31	19.800538	1.318148	2162.3	2301.13
2011408	4	8	2011	38.3243	-68.8669	3790	1817.2	1790.6	3.989	3.839341	34.9666	241.4	12.99	19.750538	1.328148	2157.5	2298.47
2011407	4	7	2011	38.3243	-68.8669	3790	2128.7	2096.1	3.686	3.510721	34.9525	245.3	13.87	19.670538	1.318148	2157.5	2300.69
2011406	4	6	2011	38.3243	-68.8669	3790	2433.3	2394.3	3.427	3.225957	34.9433	247.3	15.33	19.620538	1.318148	2156.9	2299.58
2011405	4	5	2011	38.3243	-68.8669	3790	2743.6	2697.6	3.213	2.984482	34.941	246.6	17.58	19.680538	1.328148	2160.2	2306.07
2011404	4	4	2011	38.3243	-68.8669	3790	3043.6	2990.4	2.995	2.739787	34.932	248.2	18.75	19.510538	1.328148	2158	2304.06
2011403	4	3	2011	38.3243	-68.8669	3790	3351.8	3290.7	2.766	2.483125	34.9204	250.8	19.33	19.230538	1.308148	2160.9	2302.66
2011402	4	2	2011	38.3243	-68.8669	3790	3743.9	3672.3	2.182	1.871236	34.8871	246.1	32.02	20.590538	1.307714	2173.7	2317.25
2011401	4	1	2011	38.3243	-68.8669	3790	3845.2	3770.6	2.168	1.84644	34.8847	244.3	34.36	20.622699	1.307517	2175.5	2317.91
2011510	5	10	2011	38.0789	-68.718	4074	111.2	110.6	22.199	22.176696	36.7126	184.3	0.5	2.700538	0.148148	-999	-999
2011509	5	9	2011	38.0789	-68.718	4074	136.2	135.5	20.371	20.345268	36.7146	184.8	0.5	3.230538	0.158148	-999	-999
2011508	5	8	2011	38.0789	-68.718	4074	185.9	184.8	18.999	18.965517	36.6511	180.4	0.69	4.270538	0.198148	-999	-999
2011507	5	7	2011	38.0789	-68.718	4074	240	238.5	18.478	18.435551	36.6195	183.1	0.99	5.330538	0.248148	-999	-999
2011506	5	6	2011	38.0789	-68.718	4074	323.2	321.1	18.149	18.092442	36.5873	186.8	0.99	5.660538	0.278148	-999	-999
2011505	5	5	2011	38.0789	-68.718	4074	422.8	419.9	17.603	17.530412	36.49	180.4	1.47	7.150538	0.358148	-999	-999
2011504	5	4	2011	38.0789	-68.718	4074	555.7	551.6	16.012	15.922346	36.1815	159.6	3.03	11.620538	0.708148	-999	-999
2011503	5	3	2011	38.0789	-68.718	4074	671.7	666.5	13.588	13.490607	35.7713	143.9	6.16	17.040538	1.028148	-999	-999
2011502	5	2	2011	38.0789	-68.718	4074	805.9	799.4	9.878	9.782002	35.2663	119.5	13.18	25.540538	1.628148	-999	-999
2011501	5	1	2011	38.0789	-68.718	4074	976.7	968.2	6.47	6.377118	35.0734	176.1	13.58	23.130538	1.528148	-999	-999
2011622	6	22	2011	37.5632	-68.4309	4603	112	111.1	23.4185	23.395232	36.0823	184.7	1.09	2.375538	0.163148	2088.6	-999
2011621	6	21	2011	37.5632	-68.4309	4603	141.95	140.8	20.2565	20.229898	36.1564	161.05	2.3	5.970538	0.388148	2108.4	2366.2
2011620	6	20	2011	37.5632	-68.4309	4603	161.8	160.5	20.08	20.049772	36.41905	144	2.35	7.390538	0.413148	2125.5	2377.08
2011619	6	19	2011	37.5632	-68.4309	4603	234.3	232.3	16.369	16.330985	36.0938	136.15	4.305	13.035538	0.763148	2148.1	2340.17
2011618	6	18	2011	37.5632	-68.4309	4603	287.3	284.7	14.783	14.739458	35.9426	135.2	5.47	16.000538	0.978148	2155.2	2348.18
2011617	6	17	2011	37.5632	-68.4309	4603	323	320.2	14.651	14.602295	35.9179	134.2	5.77	16.290538	0.988148	-999	-999
2011616	6	16	2011	37.5632	-68.4309	4603	478.2	473.55	10.5405	10.482123	35.3383	115.45	12.65	25.065538	1.583148	2182.4	2307.06
2011615	6	15	2011	37.5632	-68.4309	4603	673.4	666.35	6.709	6.645131	35.07875	170.6	13.77	23.455538	1.548148	2167	2284.4
2011614	6	14	2011	37.5632	-68.4309	4603	973.45	962.25	4.898	4.817019	35.0224	222.95	11.965	20.240538	1.348148	2167.6	2304.47
2011613	6	13	2011	37.5632	-68.4309	4603	1206.7	1191.8	4.392	4.294279	34.9862	235.1	12.11	19.820538	1.328148	2162.6	2300.28
2011612	6	12	2011	37.5632	-68.4309	4603	1525	1503.4	3.926	3.804359	34.9709	242.3	12.89	19.770538	1.338148	2158.1	2300.15
2011611	6	11	2011	37.5632	-68.4309	4603	1825	1797.9	3.645	3.499301	34.9574	245.4	13.97	19.600538	1.318148	2158.9	2301.85
2011610	6	10	2011	37.5632	-68.4309	4603	2125.1	2092.1	3.443	3.271882	34.9542	245.9	15.82	19.710538	1.338148	2153.6	2294.71
2011609	6	9	2011	37.5632	-68.4309	4603	2424.8	2385.6	3.19	2.994	34.9474	245.6	18.16	19.830538	1.348148	2157	2304.63
2011608	6	8	2011	37.5632	-68.4309	4603	2736.7	2690.5	2.905	2.683331	34.9359	245.4	20.7	19.890538	1.378148	2158.9	2306.84
2011607	6	7	2011	37.5632	-68.4309	4603	3042.9	2989.4	2.69	2.441574	34.9233	247.4	22.26	19.830538	1.368148	2160.4	2308.91
2011606	6	6	2011	37.5632	-68.4309	4603	3348.6	3287.3	2.45	2.17507	34.9086	249.6	23.82	19.790538	1.378148	-999	-999
2011605	6	5	2011	37.5632	-68.4309	4603	3660	3590.3	2.306	2.00113	34.898	248.7	27.24	20.110538	1.388148	-999	-999
2011604	6	4	2011	37.5632	-68.4309	4603	3868.7	3793.2	2.25	1.923556	34.8924	246.6	30.17	20.570538	1.418148	2171.7	2317.82
2011603	6	3	2011	37.5632	-68.4309	4603	4278.8	4191.1	2.212	1.839788	34.8849	243.5	34.56	21.150538	1.458148	2175.9	2320.83
2011602	6	2	2011	37.5632	-68.4309	4603	4518.2	4423.1	2.207	1.80664	34.8812	242.7	36.71	21.470538	1.498148	2182.7	2324.06
2011601	6	1	2011	37.5632	-68.4309	4603	4615.4	4517.1	2.205	1.793012	34.8796	241.4	37.98	21.630538	1.528148	2182	2326.21
2011823	8	23	2011	35.4198	-66.5735	4956	111.2	110.6	21.9465	21.924373	36.72905	168.05	1.18	3.810538	0.208148	2102.4	2393.68
2011822	8	22	2011	35.4198	-66.5735	4956	135.75	134.95	20.305	20.279409	36.73075	169.85	1.08	4.355538	0.223148	2103.7	2389.83
2011821	8	21	2011	35.4198	-66.5735	4956	185.45	184.35	18.825	18.791815	36.621	169.35	1.38	5.865538	0.298148	2110	2383.09
2011820	8	20	2011	35.4198	-66.5735	4956	238.9	237.3	18.322	18.279998	36.594	180.3	1.38	5.830538	0.298148	2110.6	2384.17
2011819	8	19	2011	35.4198	-66.5735	4956	283.8	282	18.172	18.122335	36.5945	187.4	1.28	5.540538	0.278148	-999	-999
2011818	8	18	2011	35.4198	-66.5735	4956	293.5	291.5	18.133	18.081703	36.5903	188.2	1.47	5.570538	0.288148	2105	2382.1
2011817	8	17	2011	35.4198	-66.5735	4956	423.25	420.3	17.659	17.586164	36.52025	191.4	1.62	6.135538	0.323148	2109.2	2379.82
2011816	8	16	2011	35.4198	-66.5735	4956	553.65	549.6	15.999	15.909732	36.1783	165.1	3.28	11.125538	0.633148	2132.1	2359.58
2011815	8	15	2011	35.4198	-66.5735	4956	807.4	800.8	10.4625	10.362874	35.3425	125.95	11.72	23.860538	1.508148	2182.6	2324.43
2011814	8	14	2011	35.4198	-66.5735	4956	1009.95	1001.05	6.3595	6.264068	35.06735	180.85	13.675	22.735538	1.508148	2176.9	2306.82
2011813	8	13	2011	35.4198	-66.5735	4956	1210.3	1198.8	4.932	4.828967	35.0144	222.2	12.21	20.260538	1.378148	2166.2	2302.78
2011812	8	12	2011	35.4198	-66.5735	4956	1517.1	1495.7	4.322	4.196531	34.9843	236.6	11.82	19.830538	1.288148	2164.6	2300.4
2011811	8	11	2011	35.4198	-66.5735	4956	1819.9	1793.1	3.97	3.82033	34.9702	241.7	12.7	19.640538	1.288148	2158.7	2300.38
2011810	8	10	2011	35.4198	-66.5735	4956	2124.7	2091.9	3.652	3.477622	34.9591	244.9	14.45	19.650538	1.298148	2159.4	2303.88
2011809	8	9	2011	35.4198	-66.5735	4956	2430.3	2391.1	3.293	3.09462	34.9485	245.6	17.29	19.790538	1.318148	2154.9	2301.57
2011808	8	8	2011	35.4198	-66.5735	4956	2734.2	2688.2	3.099	2.87369	34.9451	244.1	19.92	20.020538	1.348148	2156.3	2305.24
2011806	8	6	2011	35.4198	-66.5735	4956	3350.2	3288.9	2.538	2.260768	34.9141	248.5	23.82	19.860538	1.358148	2160.9	2310.49
2011805	8	5	2011	35.4198	-66.5735	4956	3661.9	3592.3	2.397	2.089533	34.9045	248.9	26.17	20.000538	1.388148	-999	-999
2011804	8	4	2011	35.4198	-66.5735	4956	3963.4	3885.2	2.311	1.972195	34.8966	247.5	28.7	20.300538	1.448148	2165.9	2315.52
2011803	8	3	2011	35.4198	-66.5735	4956	4321.4	4232.5	2.274	1.894919	34.8905	245	31.63	20.730538	1.438148	2171.1	2317.28
2011802	8	2	2011	35.4198	-66.5735	4956	4655.5	4556.1	2.254	1.835568	34.8844	242.6	35.05	21.270538	1.478148	2174.9	2321.01
2012030	10	30	2011	31.7488	-64.1727	4569	111.825	111	20.13775	20.116804	36.69055	186.125	0.7425	2.758038	0.173148	2108	2394.3
2012029	10	29	2011	31.7488	-64.1727	4569	149.8	148.6	18.958	18.931081	36.6337	178.6	0.99	4.260538	0.208148	-999	-999
